MARCA;VEICULO;CAMBER DIANTEIRO MINIMO;CAMBER DIANTEIRO MAXIMO;CASTER MINIMO;CASTER MAXIMO;ALINHAMENTO DIANTEIRO MINIMO;ALINHAMENTO DIANTEIRO MAXIMO;CAMBER TRASEIRO MINIMO;CAMBER TRASEIRO MAXIMO;ALINHAMENTO TRASEIRO MINIMO;ALINHAMENTO TRASEIRO MAXIMO
FIAT BRASIL;FIORINO  1984 - 1988;1;2;1,33;2,33;-1,06;1,06;-0,17;0,83;2;
FIAT BRASIL;FIORINO  1982 - 1984;1,17;2,17;1,67;2,67;-1,06;1,06;-0,92;0,08;2;
FIAT BRASIL;DUNA D SW  1987 - 1990;1,42;2,42;0,42;1,42;-4,19;-2,06;-1,83;-0,83;3,13;
FIAT BRASIL;DUNA D  1987 - 1990;1,25;2,25;0,58;1,58;-4,19;-2,06;-2,42;-1,42;3,13;
FIAT BRASIL;DUNA 60/DUNA 70  1987 - 1990;1,25;2,25;0,67;1,67;-4,19;-2,06;-2,42;-1,42;3,13;
FIAT BRASIL;DUNA 60 SW/70 SW/CITIVAN  1987 - 1990;1,42;2,42;0,42;1,42;-4,19;-2,06;-;-;3,13;
FIAT BRASIL;DUCATO MAXICARGO MINIBUS E MULTI TETO ALTO 2012 a 2013;-0,3;0,3;1,15;2,15;-2,97;-0,99;-0,3;0,3;-1,5;
FIAT BRASIL;DUCATO MAXI VIN 5616154  1999 - 2002;0;0;0;1;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO MAXI VIN 5201981 - 561615  1998 - 1999;0;0;-0,17;0,83;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO MAXI ABS VIN 5213115 - 5616153   1998 - 1999;0;0;-0,17;0,83;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO MAXI 4X4  1994 - 2002;0;0;0;1;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO MAXI 2.0  1986 - 1988;1,5;2,5;-0,5;0,5;-1,06;1,06;-;-;-;
FIAT BRASIL;DUCATO MAXI > VIN 5201980 ABS > VIN 5213114  1994 - 1998;-0,5;0,5;-;-;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO CARGO MINIBUS E MULTI TETO BAIXO 2012 a 2013 ;-0,3;0,3;0,3;1,3;-2,97;-0,99;-0,3;0,3;-1,51;
FIAT BRASIL;DUCATO 2.8 JTD  2000 - 2002;-0,75;0,75;0,02;1,02;-2,81;-0,94;-0,5;0,5;-0,94;
FIAT BRASIL;DUCATO 18/MAXI/SWB LORRY 1990 - 1994;1,5;2,5;0;1;-1,63;0;-;-;-;
FIAT BRASIL;DUCATO 18/MAXI/SWB CRUISER 1990 - 1994;1,5;2,5;0;1;0;1,63;-;-;-;
FIAT BRASIL;DUCATO 18/MAXI/LWB VAN  1990 - 1994;1,5;2,5;0;1;-1,63;0;-;-;-;
FIAT BRASIL;DUCATO 18/MAXI  1994 em diante;-0,5;0,5;0,5;1,5;-1,06;1,06;-0,5;0,5;-0,81;
FIAT BRASIL;DUCATO 18/MAXI  1986 - 1989;2;2,5;0;0,5;-1,06;1,06;-;-;-;
FIAT BRASIL;DUCATO 18/MAX/SWB CRUIS/D/TD  1990 - 1994;1,5;2,5;0;1;-1,63;0;-;-;-;
FIAT BRASIL;DUCATO 18/MAX/LWD LORRY/TD 1990 - 1994;1,5;2,5;0;1;0;1,63;-;-;-;
FIAT BRASIL;DUCATO 18/MAX/LWD CRUIS.D 1990 - 1994;1,5;2,5;0;1;-1,63;0;-;-;-;
FIAT BRASIL;DUCATO 18/MAX/LWB LORRY/D 1990 - 1994;1,5;2,5;0;1;-1,63;0;-;-;-;
FIAT BRASIL;DUCATO 18/MAX/LWB CRUI.TD 1990 - 1994;1,5;2,5;0;1;-2,56;-0,94;-;-;-;
FIAT BRASIL;DUCATO 14 VIN 5198431 - 561615 1998 - 1999;0;0;-0,83;0,17;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 14 VAN/4WD SWB  1990 - 1994;1,5;2,5;0;1;0;2,13;-;-;-;
FIAT BRASIL;DUCATO 14 TD  1986 - 1989;1,83;2,83;-1;1;-1,56;0,56;-;-;-;
FIAT BRASIL;DUCATO 14 S.COMBI SWB 4WD 1990 - 1994;1,5;2,5;0;1;-2,13;0;-;-;-;
FIAT BRASIL;DUCATO 14 LWB VAN 2.5D/TD 1990 - 1994;1,5;2,5;0;1;1,06;3,19;-;-;-;
FIAT BRASIL;DUCATO 14 LWB VAN 2.0  1990 - 1994;1,5;2,5;0;1;-2,13;0;-;-;-;
FIAT BRASIL;DUCATO 14 LWB VAN 1.9 TD  1990- 1994;1,5;2,5;0;1;0;1,63;-;-;-;
FIAT BRASIL;DUCATO 14 LWB  1986 - 1989;1,83;2,83;-1;1;-1,56;0,56;-;-;-;
FIAT BRASIL;DUCATO 14 COMBI SWB  1990 - 1994;1,5;2,5;0;1;-2,13;0;-;-;-;
FIAT BRASIL;DUCATO 14 4X4  1994 - 2002;0;0;1;;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 14 > VIN 5616154  1999 - 2002;0;0;0;1;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 14 > VIN 5198430  1994 - 1998;0;0;-0,5;0,5;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 14  1986 - 1988;1,83;2,83;-1;1;-1,56;0,56;-;-;-;
FIAT BRASIL;DUCATO 13  1982 - 1986;1,83;2,83;0;1;1,06;3,19;-;-;-;
FIAT BRASIL;DUCATO 11/15/MAXI  2002 em diante;-0,75;0,75;-1;0;-2,81;-0,94;-0,5;0,5;-0,94;
FIAT BRASIL;DUCATO 10/14;-0,5;0,5;0,5;1,5;-1,06;1,06;-0,5;0,5;-1,06;
FIAT BRASIL;DUCATO 10/14;-0,5;0,5;0,5;1,5;-1,06;1,06;-0,5;0,5;-0,81;
FIAT BRASIL;DUCATO 10 VIN 5198431 - 561615 1998 - 1999;0;0;-0,17;0,83;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 VIN 5198431 - 561615 1998 - 1999;0;0;-0,17;0,83;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 VAN  1990 - 1994;1,5;2,5;0;1;0;2,13;-;-;-;
FIAT BRASIL;DUCATO 10 VAN  1990 - 1994;1,5;2,5;0;1;0;2,13;;;;
FIAT BRASIL;DUCATO 10 COMBI  1990 - 1994;1,5;2,5;0;1;1,06;3,19;-;-;-;
FIAT BRASIL;DUCATO 10 COMBI  1990 - 1994;1,5;2,5;0;1;1,06;3,19;-;-;-;
FIAT BRASIL;DUCATO 10 ABS > VIN 5257330 5262555 - 616153  1998 - 1999;-0,83;0,17;;;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 ABS > VIN 5257329 1994 - 1998;0;0;-0,5;0,5;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 ABS > VIN 5257329 1994 - 1998;0;0;-0,5;0,5;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 4X4  1994 - 2002;0;0;1;;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 4X4  1994 - 2002;0;0;1;;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 2.5TD VIN 5200067- 616153  1998 - 1999;-;-;-0,17;0,83;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 2.5TD VIN 5200067- 616153  1998 - 1999;-;-;-0,17;0,83;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 2.5TD > VIN 5262554 1998 - 1999;0;0;-0,5;0,5;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 2.5TD > VIN 5262554 1998 - 1999;0;0;-0,5;0,5;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 >VIN 5616154  1999 - 2002;0;0;0;1;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 >VIN 5616154  1999 - 2002;0;0;0;1;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 >VIN 5198430 / 2.5TD > 5200066   1994 - 1998;0;0;-0,5;0,5;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10 >VIN 5198430 / 2.5TD > 5200066   1994 - 1998;0;0;-0,5;0,5;-3,13;-1;-0,17;0,17;-1,06;
FIAT BRASIL;DUCATO 10  1986 - 1988;1,83;2,83;-1;1;-1,56;0,56;-;-;-;
FIAT BRASIL;DUCATO 10  1986 - 1988;1,83;2,83;-1;1;-1,56;0,56;-;-;-;
FIAT BRASIL;DUCATO 10  1982 - 1986;1,83;2,83;0;1;1,06;3,19;-;-;-;
FIAT BRASIL;DUCATO 10  1982 - 1986;1,83;2,83;0;1;1,06;3,19;-;-;-;
FIAT BRASIL;DOBLO PAS  2001 em diante;-0,82;0,18;2,33;3,33;-1,88;0,25;-1;1;-1,06;
FIAT BRASIL;DOBLO CARGO PAS   2001 - 2004;-0,83;0,17;2,6;3,6;-2,13;0;-1;1;-1,06;
FIAT BRASIL;DOBLO CARGO ESSENCE 1.8 2012 a 2013;-0,34;0,26;2,27;3,27;-1,97;0;-0,3;0,3;-2;
FIAT BRASIL;DOBLO CARGO ATTRACTIVE 1.4 DIR.HIDR 2012 a 2013;-0,44;0,16;3,18;4,18;-1,97;0;-0,3;0,3;-2;
FIAT BRASIL;DOBLO CARGO 1.4 DIR.MEC. 2012 a 2013                             ;-0,44;0,16;1,1;2,1;-1,97;0;-0,3;0,3;-2;
FIAT BRASIL;DOBLO CARGO  2001 - 2004;-0,83;0,17;1,6;2,6;-2,13;0;-1;1;-1,06;
FIAT BRASIL;DOBLO ADVENTURE 2012 a 2013;-0,44;0,16;2,09;3,09;-1,99;0;-0,3;0,3;-1,99;
FIAT BRASIL;DOBLO  2001 em diante;-0,82;0,18;1,33;2,33;-1,88;0,25;-1;1;-1,06;
FIAT BRASIL;CROMA TD PAS  1986 - 1993;-0,66;0;2,5;3,16;-1,06;1,06;-0,66;0;2,06;
FIAT BRASIL;CROMA TD  1986 - 1993;-0,66;0;1;1,66;-1,06;1,06;-0,66;0;2,06;
FIAT BRASIL;CROMA PAS / D PAS   1986 - 1993;-0,66;0;2,5;3,16;-1,06;1,06;-0,66;0;2,06;
FIAT BRASIL;CROMA / D   1986 - 1993;-0,66;0;1;1,66;-1,06;1,06;-0,66;0;2,06;
FIAT BRASIL;CROMA  1993 - 1997;-0,66;0;2,5;3,16;-0,94;0,94;-0,3;0,3;0,81;
FIAT BRASIL;COUPE 2.0 20V / TURBO 20V  1996 em diante;-1,17;-0,17;3;4;-0,81;0,81;-1,5;-0,5;-1,31;
FIAT BRASIL;COUPE 2.0 16V / TURBO 16V  1994 em diante;-0,75;0,25;1,83;2,83;-0,81;0,81;-1,5;-0,5;-2,25;
FIAT BRASIL;COUPE 1.8 38916+  1996 - 2001;-1,17;-0,17;3,05;4,05;-0,81;0,81;-1,5;-0,5;-0,19;
FIAT BRASIL;COUPE 1.8 38915-  1994 - 1996;-1;0;2,5;3,5;-0,81;0,81;-1,5;-0,5;-2,25;
FIAT BRASIL;CINQUECENTO SPORTING EVEN VIN 1106529  1995 - 1998;-0,43;0,57;1,32;2,32;-1,06;1,06;-0,37;0,63;-4,19;
FIAT BRASIL;CINQUECENTO SPORTING AFTER VIN 1106530  1998 em diante;-0,43;0,57;1,32;2,32;-2,13;0;-0,37;0,63;-4,19;
FIAT BRASIL;CINQUECENTO EVEN VIN 1106529 1992 - 1998;0;1;1,33;2,33;-1,06;1,06;-0,17;0,83;-3,13;
FIAT BRASIL;CINQUECENTO AFTER VIN 1106530   1998  em diante;0;1;1,33;2,33;-2,13;0;-0,17;0,83;-3,13;
FIAT BRASIL;CAMPAGNOLA   1974 - 1986;0,33;2,33;2;4;1,06;5,19;1,4;4,4;3,13;
FIAT BRASIL;BRAVO SPORTING T JET 2013;-1,11;-0,11;3,25;4,25;-2,03;0;-1,46;-0,46;0,29;
FIAT BRASIL;BRAVO ESSENCE ABSOLUTE 2013;-0,52;0,08;3,08;4,08;-1,98;0;-1,05;-0,45;-41;
FIAT BRASIL;BRAVO 2.0 20V 4050320+  1996 em diante;-1,05;-0,05;3;4;-0,94;0,94;-1,27;-0,27;0;
FIAT BRASIL;BRAVO 2.0 20V 4050319-  1996 - 1996;-1,05;-0,05;3;4;-0,94;0,94;-1,5;-0,5;-2,38;
FIAT BRASIL;BRAVO 2.0 20V  1998 - 2001;-1,05;-0,05;2,33;3,33;-0,94;0,94;-1,27;-0,27;0;
FIAT BRASIL;BRAVO / BRAVA PAS 4050320+ 1996 em diante;-0,62;0,38;3;4;-0,94;0,94;-1,27;-0,27;0;
FIAT BRASIL;BRAVO / BRAVA PAS 4050319- 1995 - 1996;-0,62;0,38;3;4;-0,94;0,94;-1,5;-0,5;-2,38;
FIAT BRASIL;BRAVO / BRAVA 4050320+  1996 em diante;-0,62;0,38;2,33;3,33;-0,94;0,94;-1,27;-0,27;0;
FIAT BRASIL;BRAVO / BRAVA 4050319-  1995 - 1996;-0,62;0,38;2,33;3,33;-0,94;0,94;-1,5;-0,5;-2,38;
FIAT BRASIL;BARVA / BRAVO  1998 - 2002;-0,62;0,38;2,33;3,33;-1,06;1,06;-1,27;-0,27;0;
FIAT BRASIL;BARCHETTA   1995 em diante;-1,5;-0,5;3;4;-0,94;0,94;-1,17;-0,17;0,94;
FIAT BRASIL;BARCHETTA   1995 - 1998;-1,5;-0,5;3;4;-1,06;1,06;-1,17;-0,17;1,06;
FIAT BRASIL;BARCHETA  1998 em diante;-1,5;-0,5;2,5;3,5;-1,06;1,06;-1,17;-0,17;-11,25;
FIAT BRASIL;ARGENTA TD  1985 - 1986;0,67;1,67;5,08;6,08;2,06;4,19;-;-;-;
FIAT BRASIL;ARGENTA SX VOLUMEX  1985 - 1986;0,67;1,67;4,58;5,58;2,06;4,19;-;-;-;
FIAT BRASIL;ARGENTA D  1985 - 1986;0,92;1,92;5,5;6,5;2,06;4,19;-;-;-;
FIAT BRASIL;ARGENTA 2000/1600 PAS   1982 - 1985;-0,33;0,67;4,5;5,5;2,06;3,69;-;-;-;
FIAT BRASIL;ARGENTA 1600/1600 AC  1982 - 1985;-0,33;0,67;3,25;4,25;1,56;3,06;-;-;-;
FIAT BRASIL;ARGENTA 100/110/120 IE  1985 - 1986;0,67;1,67;3,83;4,83;2,06;4,19;-;-;-;
FIAT BRASIL;900 T  1977 - 1982;-0,83;0,17;6,5;7,5;12;15,63;2,67;3,67;-4,19;
FIAT BRASIL;900 E  1980 - 1987;-0,83;0,17;5;6;12;15,63;2,67;3,67;-4,13;
FIAT BRASIL;850  1964 - 1975;1,92;2,42;8;10;2,06;4,19;2,4;2,66;4,63;
FIAT BRASIL;500/500D/500R  1965 - 1974;0,67;1,33;8;10;0;2,13;-0,08;0,92;0;
FIAT BRASIL;500 CINQUECENTO 2012 a 2013;-0,57;0,03;1,51;2,52;-1,7;1,7;-1,22;-0,22;1,03;
FIAT BRASIL;242 E 15-18  1982 - 1987;0,32;1,82;-0,5;0,76;-2,06;1,06;;;;
FIAT BRASIL;242  1977 - 1982;0,33;1,83;-0,5;0,76;-1,06;1,56;-0,5;0,5;-1,06;
FIAT BRASIL;241  1968 - 1978;-0,33;0,67;1;2;4,69;7,81;;;;
FIAT BRASIL;238  1968 - 1982;0,5;1,5;-0,25;0,75;-1,06;3,19;;;;
FIAT BRASIL;132/132 D  1973 - 1982;-0,25;0,75;2,83;3,83;2,69;6,44;;;;
FIAT BRASIL;131 SUPERMIRAFIORI  1975 - 1984;-0,17;0,83;3,83;4,83;2,06;4,19;;;;
FIAT BRASIL;131 RACING / SPORT  1979 - 1984;0;1;4;5;2,06;4,19;;;;
FIAT BRASIL;131 MIRAFIORI  1975 - 1984;-0,08;0,92;3,92;4,92;2,06;4,19;;;-2,75;
FIAT BRASIL;131 2000 D/2500 D  1975 - 1984;-0,17;0,83;3,83;4,83;2,06;4,19;;;;
FIAT BRASIL;131 2.0 AUTOMATIC PAS  1975 - 1984;-0,33;0,67;3,58;4,58;2,06;4,19;;;;
FIAT BRASIL;128 SPORT COUPE/BERLINA  1972 - 1983;0,83;1,83;1,17;2,17;-1,5;2,63;-1,67;-0,67;-1,56;
FIAT BRASIL;128  1969 - 1983;1,17;2,17;1,17;2,17;-2,88;1,25;-0,67;0,33;1,06;
FIAT BRASIL;127 SPORT  1982 - 1984;0,92;1,92;1,33;2,33;-1,06;1,06;-1,5;-0,5;0;
FIAT BRASIL;127 SPORT  1978 - 1982;1,25;2,25;1,5;2,5;-5,75;-3,63;;;;
FIAT BRASIL;127 PANORAMA  1981 - 1987;1,17;2,17;1,75;2,75;-5,19;-1,56;-0,17;0,83;0,19;
FIAT BRASIL;127 PAMORAMA D  1981 - 1987;0,83;1,83;1,5;2,5;-3,63;0,5;-0,17;0,83;0,19;
FIAT BRASIL;127 D  1982 - 1984;1;2;2,5;3,5;-1,06;1,06;-1,5;-0,5;2;
FIAT BRASIL;127 900  1982 - 1984;1,08;2,08;1,33;2,33;-2,5;0;-1,5;-0,5;0;
FIAT BRASIL;127 1050  1982 - 1984;0,92;1,92;1,17;2,17;-0,94;0,94;-1,5;-0,5;0;
FIAT BRASIL;127  1971 - 1982;1,25;2,25;1,5;2,5;-9,38;-4,13;0;1;-2,06;
FIAT BRASIL;126 BIS  1987 - 1993;1,17;2,17;8;10;2;5,75;2,5;3,5;1,56;
FIAT BRASIL;126  1973 - 1988;1,17;2,17;8;10;-1;3,13;1,5;2,5;1,56;
FIAT BRASIL;124 SPORT COUPE  1973 - 1977;0;1;3;4;1,56;4,69;;;;
FIAT BRASIL;124 SPIDER/2000  1977 - 1986;0;1;3;4;2,06;4,19;;;;
FIAT BRASIL;124 SORT SPIDER  1973 - 1977;0;1;3;4;1,56;4,69;;;;
GM CHEVROLET BRASIL;A/C/D 10.20 / BONANZA / VERANEIO   1993 - 1994;-0,5;0;1,49;3,25;1,75;3,13;-;-;-;
GM CHEVROLET BRASIL;AGILE  LT / LTZA 2010 - ADIANT.;-1,08;0,21;1,45;3,15;-1,02;-0,06;-2,05;-0,35;-1,26;
GM CHEVROLET BRASIL;AGILE 2011 - 2013;-1,09;0,21;1,46;3,16;-0,96;0,13;-2,06;-0,36;-0,8;
GM CHEVROLET BRASIL;ASTRA 2010 - ADIANT. ;-1,55;-0,25;3;5;-0,32;0,71;-2,56;-1,1;-0,48;
GM CHEVROLET BRASIL;ASTRA 2011 - 2011;-1,55;-0,25;3;5;-0,58;0,58;-2,56;-1,1;-0,58;
GM CHEVROLET BRASIL;BLAZER;-1;0;3;4;1,37;2,74;;;;
GM CHEVROLET BRASIL;CAMARO 2011 - 2013;-1,33;-0,03;5,15;6,45;0;1,71;-1,03;0,27;0;
GM CHEVROLET BRASIL;CAPTIVA 2.4  2010 - ADIANT.;-1,09;0,21;1,57;3,27;0;1,45;-1,15;-0,15;0;
GM CHEVROLET BRASIL;CAPTIVA 2.4  ECOTEC 2011 - 2011;-1,33;-0,03;1,39;3,09;0;1,45;-1,12;0,18;0;
GM CHEVROLET BRASIL;CAPTIVA 2.4 ECOTEC 2012 - 2012 ;-1,33;-0,03;1,45;3,15;0;1,45;-1,12;0,18;0;
GM CHEVROLET BRASIL;CAPTIVA 3.0 AWD 2011 - 2011 ;-1,21;0,09;1,57;3,27;0;1,45;-1,12;0,18;0;
GM CHEVROLET BRASIL;CAPTIVA 3.0 AWD 2012 - 2012;-1,21;0,09;2;3,3;0;1,45;-1,12;0,18;0;
GM CHEVROLET BRASIL;CAPTIVA 3.0 FWD  2011 - 2011;-1,27;0,03;1,39;3,09;0;1,45;-1,12;0,18;0;
GM CHEVROLET BRASIL;CAPTIVA 3.0 FWD  2012 - 2012;-1,27;0,03;1,38;3,08;0;1,45;-1,12;0,18;0;
GM CHEVROLET BRASIL;CAPTIVA 3.6 2010 - ADIANT.;-1,3;0;1,39;3,09;0;1,45;-1,15;-0,15;0;
GM CHEVROLET BRASIL;CELTA 2010 - ADIANT. ;-1,1;0,2;0,5;2,5;-1,44;-0,48;-2;-1;-0,24;
GM CHEVROLET BRASIL;CELTA 2011 - 2011;-1,1;0,2;0,5;2,5;-0,94;0;-2;1;-0,28;
GM CHEVROLET BRASIL;CELTA 2012 - 2013;-1,1;0,2;0,5;2,5;-1,39;0;-2;-1;-0,22;
GM CHEVROLET BRASIL;CLASSIC 2011 - 2013 ;-0,02;1,28;1,04;3,04;-2,22;-1,22;-1,54;-0,54;-0,83;
GM CHEVROLET BRASIL;COBALT 2012 - 2012 ;-1,27;0,03;3,33;5,03;-0,54;0,74;-1,5;-0,5;-0,64;
GM CHEVROLET BRASIL;COBALT 2013  - 2013 ;-1,27;0,03;3,33;5,03;-0,64;1,92;-1,3;-0,3;-0,26;
GM CHEVROLET BRASIL;CORSA 2011 - 2012;-1,55;-0,25;0,35;2,35;-1,02;0;-2;-1;0,51;
GM CHEVROLET BRASIL;CRUIZE ESPORT6 2012 - 2012;-1,03;0,27;4,03;5,33;-1,09;0,36;-1,54;-0,54;-1,63;
GM CHEVROLET BRASIL;CRUZE 2012 - 2012 ;-1,03;0,27;4,03;5,33;-1,09;0,36;-1,54;-0,54;-1,63;
GM CHEVROLET BRASIL;CRUZE 2013 - 2013 ;-0,51;0,39;3,57;5,27;-0,44;1,02;1,54;-0,54;-0,91;
GM CHEVROLET BRASIL;MALIBU  2011 - 2012;-1,3;0;1,54;3,24;0;1,54;-1,24;-0,12;0;
GM CHEVROLET BRASIL;MALIBU  2011 - ADIANT.;-1,21;0,09;1,54;3,24;0;1,37;-1,24;-0,12;0;
GM CHEVROLET BRASIL;MERIVA 2011 - 2012;-1,33;-0,03;1,54;3,54;-0,06;0,96;-2,04;-1,08;-1,26;
GM CHEVROLET BRASIL;MONTANA 2011 - 2011 ;-1,36;-0,04;0,37;2,07;0;1,28;-2,12;-1;0,26;
GM CHEVROLET BRASIL;MONTANA 2012 - 2013 ;-1,36;-0,04;0,37;2,07;0;1,28;-2,12;-1;0;
GM CHEVROLET BRASIL;OMEGA  1998 - 1998;-0,4;0;6,5;9;0,5;1;-2,1;-1,14;0;
GM CHEVROLET BRASIL;OMEGA  1999  em diante;-0,4;0;6,5;9;0;1,88;-2,75;-1,15;-2,19;
GM CHEVROLET BRASIL;OMEGA / SUPREMA 2.0/2.2  Todos;-1,91;-0,41;4,5;6,5;0,5;2,5;-2,34;-1;0,44;
GM CHEVROLET BRASIL;OMEGA / SUPREMA 4.1  Atè - 1996;-2,25;-0,75;4,5;6,5;0,5;2,38;-2,66;-1,34;0,94;
GM CHEVROLET BRASIL;OMEGA 2011 - 2011;-0,09;0,31;4,45;7,15;0;0,58;-0,37;0,17;0;
GM CHEVROLET BRASIL;OMEGA AUSTRALIANO  00 - 07;-0,5;0,1;6,5;9;0;2,13;-1,85;-1,31;-2,44;
GM CHEVROLET BRASIL;OMEGA AUSTRALIANO  04 - 06;-0,7;0,3;6,5;9;0;2,13;-1,22;0,06;-0,13;
GM CHEVROLET BRASIL;OMEGA AUSTRALIANO  2007 em diante;-0,15;0,51;4,75;7,25;0;2,13;-0,16;-0,16;0,81;
GM CHEVROLET BRASIL;OMEGA AUSTRALIANO  2008 em diante;-0,15;0,51;4,75;7,25;0;2,13;-0,61;0,29;-0,81;
GM CHEVROLET BRASIL;ONIX DIR. HIDR.;-1,06;0,35;1,12;4,42;1,24;1,86;-1,01;0,3;2,48;
GM CHEVROLET BRASIL;ONIX DIR. MEC.;-1,06;0,35;0,35;3,06;1,24;1,86;-1,01;0,3;2,48;
GM CHEVROLET BRASIL;OPALA / CARAVAN  1980 em diante;0,75;1,25;2;2,5;0,31;1,56;-;-;-;
GM CHEVROLET BRASIL;OPALA / CARAVAN  Atè - 1979;0,5;1;3;3,5;0,31;1,56;-;-;-;
GM CHEVROLET BRASIL;OPALA / CARAVAN DIR.HIDRA. 1980 em diante;0,75;1,25;3;3,5;0,31;1,56;-;-;-;
GM CHEVROLET BRASIL;PRISMA  2007 em diante;-0,92;0,08;0,83;2,83;-3;-1;-2,5;-0,5;-0,56;
GM CHEVROLET BRASIL;PRISMA 2010 ;-1,1;0,2;0,5;2,5;-1,44;-0,48;-2;-1;-0,24;
GM CHEVROLET BRASIL;PRISMA 2011 - 2012;-1,1;0,2;0,5;2,5;-1,5;0;-2;-1;-0,24;
GM CHEVROLET BRASIL;PRISMA DIR HIDRA. 2013 a 2015;-1,06;0,2;1,12;4,42;1,24;1,84;-1;0,3;2,48;
GM CHEVROLET BRASIL;PRISMA DIR MEC. 2013 a 2015;-1,06;0,2;0,35;3,06;1,24;1,84;-1;0,3;2,48;
GM CHEVROLET BRASIL;S10 2011 - 2011;-1,1;0;3;4;1,28;2,56;;;;
GM CHEVROLET BRASIL;S10 2013 - 2013 ;-0,3;0,3;2,35;4,05;-6,84;6,84;;;;
GM CHEVROLET BRASIL;S-10/BLAZER  2003 - 2003;-0,5;0;3;3,5;1,88;3,75;-;-;-;
GM CHEVROLET BRASIL;S-10/BLAZER  2004 em diante;-1;0;3;4;1,56;2,19;0;0;0;
GM CHEVROLET BRASIL;S-10/BLAZER  2005 - 2006;-0,5;0,5;3;4;2,5;5;-;-;-;
GM CHEVROLET BRASIL;S-10/BLAZER  2007 em diante;-1;0;3;4;2,5;5;-;-;-;
GM CHEVROLET BRASIL;S-10/BLAZER  Atè  - 2002;-0,5;0,5;2,5;3,5;1,25;2,5;-;-;-;
GM CHEVROLET BRASIL;SILVERADO 4.2L (TURBO)  MWM todos;-1;0;2,5;3,5;1,25;2,5;-;-;-;
GM CHEVROLET BRASIL;SILVERADO/GRAN BLAZER BC=100   Todos;-1,24;0,24;1,21;3,21;3,56;6,19;-;-;-;
GM CHEVROLET BRASIL;SILVERADO/GRAN BLAZER BC=110   Todos;-1,24;0,24;0,79;2,79;3,56;6,19;-;-;-;
GM CHEVROLET BRASIL;SILVERADO/GRAN BLAZER BC=80 todos;-1,24;0,24;2,11;4,11;3,56;6,19;-;-;-;
GM CHEVROLET BRASIL;SILVERADO/GRAN BLAZER BC=90 todos;-1,24;0,24;1,66;3,66;3,56;6,19;-;-;-;
GM CHEVROLET BRASIL;SONIC 2012 - 2013 ;-1,27;0,03;3,36;5,06;-0,26;1,03;-1,3;-0,3;-0,42;
GM CHEVROLET BRASIL;SPIN 2013 - 2013 ;-1,22;0,08;3,31;5,01;-0,64;1,92;-1,3;-0,3;-0,64;
GM CHEVROLET BRASIL;TIGRA  2000 em diante;-1,58;0,08;0,91;2,91;-2,13;0;-2;-1;0,5;
GM CHEVROLET BRASIL;TRACKER   Todos;-1;1;1,66;3,66;-1,75;1,75;-;-;-;
GM CHEVROLET BRASIL;TRACKER 2014;-0,36;0,3;0,3;4,3;1,06;1,2;-1;0,3;1,6;
GM CHEVROLET BRASIL;TRAIBLAZER 2013 - 2014;-0,3;0,3;2,35;4,05;-1,98;1,98;;;;
GM CHEVROLET BRASIL;VECTRA  1997 - 2004;-1,83;-0,33;2,66;4,66;0;2,13;-1,83;-0,45;1,25;
GM CHEVROLET BRASIL;VECTRA  2005 em diante;-1,83;-0,33;2,67;4,67;0;2,13;-2,2;-1,02;1,88;
GM CHEVROLET BRASIL;VECTRA  Atè - 1996;-1,83;-0,33;2,83;4,83;0;2,38;-1,92;-0,74;1,75;
GM CHEVROLET BRASIL;VECTRA 2011 - 2011;-1,36;-0,06;3;5;0,1;2,29;-2,56;-1,1;0,62;
